"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
2021-02-19,"Workplace","Food Processing",9
2021-02-19,"Workplace","Workplace (Other)",89
2021-02-20,"Congregate Care","Hospitals",38
2021-02-20,"Congregate Care","Long-Term Care Homes",131
2021-02-20,"Congregate Care","Retirement Homes",78
2021-02-20,"Congregate Living","Congregate other",5
2021-02-20,"Congregate Living","Correctional Facility",15
2021-02-20,"Congregate Living","Group Home/Supportive Housing",44
2021-02-20,"Congregate Living","Shelter",30
2021-02-20,"Congregate Living","Short-term accommodations",4
2021-02-20,"Education","Child care",36
2021-02-20,"Education","Elementary School",20
2021-02-20,"Education","Secondary School",5
2021-02-20,"Other/Unknown","Other",5
2021-02-20,"Other/Unknown","Unknown",2
2021-02-20,"Recreational","Bar/restaurant/nightclub",5
2021-02-20,"Recreational","Other recreation",10
2021-02-20,"Recreational","Recreational fitness",1
2021-02-20,"Workplace","Medical/Health Service",6
2021-02-20,"Workplace","Retail",16
2021-02-20,"Workplace","Farm",10
2021-02-20,"Workplace","Food Processing",8
2021-02-20,"Workplace","Workplace (Other)",91
2021-02-21,"Congregate Care","Hospitals",40
2021-02-21,"Congregate Care","Long-Term Care Homes",125
2021-02-21,"Congregate Care","Retirement Homes",75
2021-02-21,"Congregate Living","Congregate other",5
2021-02-21,"Congregate Living","Correctional Facility",15
2021-02-21,"Congregate Living","Group Home/Supportive Housing",47
2021-02-21,"Congregate Living","Shelter",30
2021-02-21,"Congregate Living","Short-term accommodations",2
2021-02-21,"Education","Child care",36
2021-02-21,"Education","Elementary School",23
2021-02-21,"Education","Secondary School",7
2021-02-21,"Other/Unknown","Other",7
2021-02-21,"Other/Unknown","Unknown",2
2021-02-21,"Recreational","Bar/restaurant/nightclub",5
2021-02-21,"Recreational","Other recreation",10
2021-02-21,"Recreational","Recreational fitness",1
2021-02-21,"Workplace","Medical/Health Service",5
2021-02-21,"Workplace","Retail",16
2021-02-21,"Workplace","Farm",10
2021-02-21,"Workplace","Food Processing",8
2021-02-21,"Workplace","Workplace (Other)",92
2021-02-22,"Congregate Care","Hospitals",41
2021-02-22,"Congregate Care","Long-Term Care Homes",123
2021-02-22,"Congregate Care","Retirement Homes",70
2021-02-22,"Congregate Living","Congregate other",5
2021-02-22,"Congregate Living","Correctional Facility",14
2021-02-22,"Congregate Living","Group Home/Supportive Housing",46
2021-02-22,"Congregate Living","Shelter",30
2021-02-22,"Congregate Living","Short-term accommodations",2
2021-02-22,"Education","Child care",35
2021-02-22,"Education","Elementary School",24
2021-02-22,"Education","Elementary/Secondary School",1
2021-02-22,"Education","Post-Secondary School",1
2021-02-22,"Education","Secondary School",8
2021-02-22,"Other/Unknown","Other",9
2021-02-22,"Other/Unknown","Unknown",2
2021-02-22,"Recreational","Bar/restaurant/nightclub",6
2021-02-22,"Recreational","Other recreation",11
2021-02-22,"Recreational","Recreational fitness",1
2021-02-22,"Workplace","Medical/Health Service",5
2021-02-22,"Workplace","Retail",15
2021-02-22,"Workplace","Farm",9
2021-02-22,"Workplace","Food Processing",8
2021-02-22,"Workplace","Workplace (Other)",90
2021-02-23,"Congregate Care","Hospitals",38
2021-02-23,"Congregate Care","Long-Term Care Homes",121
2021-02-23,"Congregate Care","Retirement Homes",69
2021-02-23,"Congregate Living","Congregate other",3
2021-02-23,"Congregate Living","Correctional Facility",14
2021-02-23,"Congregate Living","Group Home/Supportive Housing",45
2021-02-23,"Congregate Living","Shelter",30
2021-02-23,"Congregate Living","Short-term accommodations",2
2021-02-23,"Education","Child care",36
2021-02-23,"Education","Elementary School",27
2021-02-23,"Education","Elementary/Secondary School",1
2021-02-23,"Education","Post-Secondary School",1
2021-02-23,"Education","Secondary School",8
2021-02-23,"Other/Unknown","Other",8
2021-02-23,"Other/Unknown","Unknown",2
2021-02-23,"Recreational","Bar/restaurant/nightclub",6
2021-02-23,"Recreational","Other recreation",10
2021-02-23,"Recreational","Recreational fitness",1
2021-02-23,"Workplace","Medical/Health Service",5
2021-02-23,"Workplace","Retail",14
2021-02-23,"Workplace","Farm",14
2021-02-23,"Workplace","Food Processing",7
2021-02-23,"Workplace","Workplace (Other)",83
2021-02-24,"Congregate Care","Hospitals",33
2021-02-24,"Congregate Care","Long-Term Care Homes",114
2021-02-24,"Congregate Care","Retirement Homes",63
2021-02-24,"Congregate Living","Congregate other",2
2021-02-24,"Congregate Living","Correctional Facility",14
2021-02-24,"Congregate Living","Group Home/Supportive Housing",45
2021-02-24,"Congregate Living","Shelter",29
2021-02-24,"Congregate Living","Short-term accommodations",2
2021-02-24,"Education","Child care",33
2021-02-24,"Education","Elementary School",30
2021-02-24,"Education","Elementary/Secondary School",1
2021-02-24,"Education","Post-Secondary School",1
2021-02-24,"Education","Secondary School",9
2021-02-24,"Other/Unknown","Other",1
2021-02-24,"Other/Unknown","Unknown",1
2021-02-24,"Recreational","Bar/restaurant/nightclub",7
2021-02-24,"Recreational","Other recreation",11
2021-02-24,"Recreational","Recreational fitness",1
2021-02-24,"Workplace","Medical/Health Service",7
2021-02-24,"Workplace","Retail",13
2021-02-24,"Workplace","Farm",14
2021-02-24,"Workplace","Food Processing",8
2021-02-24,"Workplace","Workplace (Other)",88
2021-02-25,"Congregate Care","Hospitals",35
2021-02-25,"Congregate Care","Long-Term Care Homes",107
2021-02-25,"Congregate Care","Retirement Homes",63
2021-02-25,"Congregate Living","Congregate other",3
2021-02-25,"Congregate Living","Correctional Facility",13
2021-02-25,"Congregate Living","Group Home/Supportive Housing",45
2021-02-25,"Congregate Living","Shelter",29
2021-02-25,"Congregate Living","Short-term accommodations",2
2021-02-25,"Education","Child care",33
2021-02-25,"Education","Elementary School",27
2021-02-25,"Education","Elementary/Secondary School",1
2021-02-25,"Education","Post-Secondary School",1
2021-02-25,"Education","Secondary School",11
2021-02-25,"Other/Unknown","Other",3
2021-02-25,"Other/Unknown","Unknown",1
2021-02-25,"Recreational","Bar/restaurant/nightclub",8
2021-02-25,"Recreational","Other recreation",11
2021-02-25,"Recreational","Recreational fitness",1
2021-02-25,"Workplace","Medical/Health Service",7
2021-02-25,"Workplace","Retail",14
2021-02-25,"Workplace","Farm",16
2021-02-25,"Workplace","Food Processing",8
2021-02-25,"Workplace","Workplace (Other)",86
2021-02-26,"Congregate Care","Hospitals",34
2021-02-26,"Congregate Care","Long-Term Care Homes",104
2021-02-26,"Congregate Care","Retirement Homes",62
2021-02-26,"Congregate Living","Congregate other",2
2021-02-26,"Congregate Living","Correctional Facility",13
2021-02-26,"Congregate Living","Group Home/Supportive Housing",42
2021-02-26,"Congregate Living","Shelter",30
2021-02-26,"Congregate Living","Short-term accommodations",2
2021-02-26,"Education","Child care",33
2021-02-26,"Education","Elementary School",32
2021-02-26,"Education","Elementary/Secondary School",1
2021-02-26,"Education","Post-Secondary School",1
2021-02-26,"Education","Secondary School",11
2021-02-26,"Other/Unknown","Other",10
2021-02-26,"Other/Unknown","Unknown",2
2021-02-26,"Recreational","Bar/restaurant/nightclub",10
2021-02-26,"Recreational","Other recreation",11
2021-02-26,"Recreational","Recreational fitness",1
2021-02-26,"Workplace","Medical/Health Service",7
2021-02-26,"Workplace","Retail",13
2021-02-26,"Workplace","Farm",16
2021-02-26,"Workplace","Food Processing",7
2021-02-26,"Workplace","Workplace (Other)",97
2021-02-27,"Congregate Care","Hospitals",35
2021-02-27,"Congregate Care","Long-Term Care Homes",98
2021-02-27,"Congregate Care","Retirement Homes",59
2021-02-27,"Congregate Living","Congregate other",3
2021-02-27,"Congregate Living","Correctional Facility",13
2021-02-27,"Congregate Living","Group Home/Supportive Housing",44
2021-02-27,"Congregate Living","Shelter",30
2021-02-27,"Congregate Living","Short-term accommodations",2
2021-02-27,"Education","Child care",33
2021-02-27,"Education","Elementary School",30
2021-02-27,"Education","Elementary/Secondary School",2
2021-02-27,"Education","Post-Secondary School",1
2021-02-27,"Education","Secondary School",9
2021-02-27,"Other/Unknown","Other",10
2021-02-27,"Other/Unknown","Unknown",5
2021-02-27,"Recreational","Bar/restaurant/nightclub",10
2021-02-27,"Recreational","Other recreation",12
2021-02-27,"Recreational","Recreational fitness",2
2021-02-27,"Workplace","Medical/Health Service",6
2021-02-27,"Workplace","Retail",13
2021-02-27,"Workplace","Farm",16
2021-02-27,"Workplace","Food Processing",8
2021-02-27,"Workplace","Workplace (Other)",103
2021-02-28,"Congregate Care","Hospitals",35
2021-02-28,"Congregate Care","Long-Term Care Homes",96
2021-02-28,"Congregate Care","Retirement Homes",61
2021-02-28,"Congregate Living","Congregate other",3
2021-02-28,"Congregate Living","Correctional Facility",12
2021-02-28,"Congregate Living","Group Home/Supportive Housing",43
2021-02-28,"Congregate Living","Shelter",31
2021-02-28,"Congregate Living","Short-term accommodations",2
2021-02-28,"Education","Child care",29
2021-02-28,"Education","Elementary School",29
2021-02-28,"Education","Elementary/Secondary School",2
2021-02-28,"Education","Secondary School",9
2021-02-28,"Other/Unknown","Other",9
2021-02-28,"Other/Unknown","Unknown",1
2021-02-28,"Recreational","Bar/restaurant/nightclub",12
2021-02-28,"Recreational","Other recreation",17
2021-02-28,"Recreational","Personal service settings",1
2021-02-28,"Recreational","Recreational fitness",2
2021-02-28,"Workplace","Medical/Health Service",6
2021-02-28,"Workplace","Retail",14
2021-02-28,"Workplace","Farm",16
2021-02-28,"Workplace","Food Processing",9
2021-02-28,"Workplace","Workplace (Other)",107
2021-03-01,"Congregate Care","Hospitals",31
2021-03-01,"Congregate Care","Long-Term Care Homes",91
2021-03-01,"Congregate Care","Retirement Homes",57
2021-03-01,"Congregate Living","Congregate other",4
2021-03-01,"Congregate Living","Correctional Facility",12
2021-03-01,"Congregate Living","Group Home/Supportive Housing",43
2021-03-01,"Congregate Living","Shelter",32
2021-03-01,"Congregate Living","Short-term accommodations",2
2021-03-01,"Education","Child care",28
2021-03-01,"Education","Elementary School",30
2021-03-01,"Education","Elementary/Secondary School",3
2021-03-01,"Education","Secondary School",9
2021-03-01,"Other/Unknown","Other",9
2021-03-01,"Recreational","Bar/restaurant/nightclub",12
2021-03-01,"Recreational","Other recreation",18
2021-03-01,"Recreational","Personal service settings",1
2021-03-01,"Recreational","Recreational fitness",2
2021-03-01,"Workplace","Medical/Health Service",7
2021-03-01,"Workplace","Retail",15
2021-03-01,"Workplace","Farm",16
2021-03-01,"Workplace","Food Processing",9
2021-03-01,"Workplace","Workplace (Other)",112
2021-03-02,"Congregate Care","Hospitals",28
2021-03-02,"Congregate Care","Long-Term Care Homes",89
2021-03-02,"Congregate Care","Retirement Homes",58
2021-03-02,"Congregate Living","Congregate other",4
2021-03-02,"Congregate Living","Correctional Facility",12
2021-03-02,"Congregate Living","Group Home/Supportive Housing",43
2021-03-02,"Congregate Living","Shelter",32
2021-03-02,"Congregate Living","Short-term accommodations",2
2021-03-02,"Education","Child care",31
2021-03-02,"Education","Elementary School",29
2021-03-02,"Education","Elementary/Secondary School",3
2021-03-02,"Education","Secondary School",9
2021-03-02,"Other/Unknown","Other",9
2021-03-02,"Recreational","Bar/restaurant/nightclub",13
2021-03-02,"Recreational","Other recreation",18
2021-03-02,"Recreational","Personal service settings",1
2021-03-02,"Recreational","Recreational fitness",2
2021-03-02,"Workplace","Medical/Health Service",7
2021-03-02,"Workplace","Retail",12
2021-03-02,"Workplace","Farm",16
2021-03-02,"Workplace","Food Processing",8
2021-03-02,"Workplace","Workplace (Other)",103
2021-03-03,"Congregate Care","Hospitals",28
2021-03-03,"Congregate Care","Long-Term Care Homes",88
2021-03-03,"Congregate Care","Retirement Homes",54
2021-03-03,"Congregate Living","Congregate other",5
2021-03-03,"Congregate Living","Correctional Facility",13
2021-03-03,"Congregate Living","Group Home/Supportive Housing",43
2021-03-03,"Congregate Living","Shelter",30
2021-03-03,"Congregate Living","Short-term accommodations",2
2021-03-03,"Education","Child care",34
2021-03-03,"Education","Elementary School",36
2021-03-03,"Education","Elementary/Secondary School",3
2021-03-03,"Education","Secondary School",10
2021-03-03,"Other/Unknown","Other",8
2021-03-03,"Other/Unknown","Unknown",3
2021-03-03,"Recreational","Bar/restaurant/nightclub",12
2021-03-03,"Recreational","Other recreation",16
2021-03-03,"Recreational","Personal service settings",2
2021-03-03,"Recreational","Recreational fitness",2
2021-03-03,"Workplace","Medical/Health Service",8
2021-03-03,"Workplace","Retail",11
2021-03-03,"Workplace","Farm",17
2021-03-03,"Workplace","Food Processing",8
2021-03-03,"Workplace","Workplace (Other)",102
2021-03-04,"Congregate Care","Hospitals",29
2021-03-04,"Congregate Care","Long-Term Care Homes",88
2021-03-04,"Congregate Care","Retirement Homes",54
2021-03-04,"Congregate Living","Congregate other",4
2021-03-04,"Congregate Living","Correctional Facility",11
2021-03-04,"Congregate Living","Group Home/Supportive Housing",41
2021-03-04,"Congregate Living","Shelter",31
2021-03-04,"Congregate Living","Short-term accommodations",2
2021-03-04,"Education","Child care",34
2021-03-04,"Education","Elementary School",44
2021-03-04,"Education","Elementary/Secondary School",3
2021-03-04,"Education","Post-Secondary School",3
2021-03-04,"Education","Secondary School",12
2021-03-04,"Other/Unknown","Other",1
2021-03-04,"Other/Unknown","Unknown",7
2021-03-04,"Recreational","Bar/restaurant/nightclub",12
2021-03-04,"Recreational","Other recreation",15
2021-03-04,"Recreational","Personal service settings",2
2021-03-04,"Recreational","Recreational fitness",2
2021-03-04,"Workplace","Medical/Health Service",9
2021-03-04,"Workplace","Retail",11
2021-03-04,"Workplace","Farm",18
2021-03-04,"Workplace","Food Processing",9
2021-03-04,"Workplace","Workplace (Other)",101
2021-03-05,"Congregate Care","Hospitals",26
2021-03-05,"Congregate Care","Long-Term Care Homes",85
2021-03-05,"Congregate Care","Retirement Homes",56
2021-03-05,"Congregate Living","Congregate other",4
2021-03-05,"Congregate Living","Correctional Facility",11
2021-03-05,"Congregate Living","Group Home/Supportive Housing",40
2021-03-05,"Congregate Living","Shelter",31
2021-03-05,"Congregate Living","Short-term accommodations",2
2021-03-05,"Education","Child care",30
2021-03-05,"Education","Elementary School",52
2021-03-05,"Education","Elementary/Secondary School",3
2021-03-05,"Education","Post-Secondary School",3
2021-03-05,"Education","Secondary School",13
2021-03-05,"Other/Unknown","Other",9
2021-03-05,"Other/Unknown","Unknown",8
2021-03-05,"Recreational","Bar/restaurant/nightclub",14
2021-03-05,"Recreational","Other recreation",16
2021-03-05,"Recreational","Personal service settings",2
2021-03-05,"Recreational","Recreational fitness",2
2021-03-05,"Workplace","Medical/Health Service",9
2021-03-05,"Workplace","Retail",12
2021-03-05,"Workplace","Farm",16
2021-03-05,"Workplace","Food Processing",8
2021-03-05,"Workplace","Workplace (Other)",99
2021-03-06,"Congregate Care","Hospitals",27
2021-03-06,"Congregate Care","Long-Term Care Homes",81
2021-03-06,"Congregate Care","Retirement Homes",56
2021-03-06,"Congregate Living","Congregate other",4
2021-03-06,"Congregate Living","Correctional Facility",11
